operatingSystemServicePack|logonCount|cn|description|dNSHostName|whenChanged|lastLogon|whenCreated|operatingSystemVersion|displayname|operatingSystem|name
Service Pack 2|84|VSRIDHARAN||vsridharan.eastnets.com|2013-06-12T12:22:28.000000000|2011-06-21 07:32:12|2010-03-04T05:41:49.000000000|5.1 (2600)||Windows XP Professional|VSRIDHARAN
|2|ENAMSW016||ENAMSW016.eastnets.com|2011-09-04T05:36:06.000000000|2011-05-02 16:12:58|2010-03-04T09:49:08.000000000|6.1 (7600)||Windows 7 Professional|ENAMSW016
|40|MOBILEVM||MOBILEVM.eastnets.com|2011-12-02T10:32:26.000000000|2011-12-05 11:25:44|2010-03-04T14:24:56.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|MOBILEVM
Service Pack 2||EASTNETS-CD3F69||eastnets-cd3f69.eastnets.com|2010-03-09T09:59:26.000000000||2010-03-09T09:55:32.000000000|5.1 (2600)||Windows XP Professional|EASTNETS-CD3F69
Service Pack 3|342|ENDXB-PPU||ENDXB-PPU.eastnets.com|2012-05-13T11:09:38.000000000|2012-05-20 05:07:45|2010-03-10T07:58:12.000000000|5.1 (2600)||Windows XP Professional|ENDXB-PPU
Service Pack 2||EN_PORTALDEV||EN_PortalDEV.eastnets.com|2010-07-29T15:41:57.000000000||2010-03-16T07:19:25.000000000|6.0 (6002)||Windows Server® 2008 Enterprise|EN_PORTALDEV
Service Pack 2|219|ENDXB-BACKUP||ENDXB-BACKUP.eastnets.com|2011-01-27T12:26:21.000000000|2011-01-28 19:49:31|2010-03-17T11:44:24.000000000|5.2 (3790)||Windows Server 2003|ENDXB-BACKUP
Service Pack 2|12|DEVDB||DEVDB.eastnets.com|2013-08-12T14:19:21.000000000|2013-06-15 12:11:54|2010-03-17T18:51:51.000000000|5.2 (3790)||Windows Server 2003|DEVDB
Service Pack 2|0|EN_MORE||EN_MoRe.eastnets.com|2010-08-22T08:50:47.000000000|0|2010-03-21T16:20:20.000000000|6.0 (6002)||Windows Server® 2008 Enterprise|EN_MORE
|91|ENKWMASSAF||ENKWMASSAF.eastnets.com|2010-11-24T12:33:39.000000000|2010-12-01 09:00:33|2010-03-22T08:32:30.000000000|6.1 (7600)||Windows 7 Enterprise|ENKWMASSAF
Service Pack 1|0|ENBEDE-0051||ENBEDE-0051.eastnets.com|2013-08-16T15:21:12.000000000|2011-02-09 20:56:01|2010-03-22T10:30:08.000000000|6.1 (7601)||Windows 7 Professional|ENBEDE-0051
Service Pack 1|3|ENBEDE-0050|Noureddine Boudiba|ENBEDE-0050.eastnets.com|2012-02-29T10:20:17.000000000|2011-10-19 22:03:24|2010-03-22T10:33:21.000000000|6.1 (7601)||Windows 7 Professional|ENBEDE-0050
||ENBELA-0040|Francisco Ortega|ENBELA-0040.eastnets.com|2010-03-22T11:13:59.000000000||2010-03-22T10:49:31.000000000|6.1 (7600)||Windows 7 Professional|ENBELA-0040
||ENBELA-0100||ENBELA-0100.eastnets.com|2010-03-23T08:43:57.000000000||2010-03-23T08:27:53.000000000|6.1 (7600)||Windows 7 Professional|ENBELA-0100
Service Pack 1|0|ENBEDE-0052||ENBEDE-0052.eastnets.com|2013-08-17T01:35:50.000000000|2011-07-06 12:08:36|2010-03-24T10:42:11.000000000|6.1 (7601)||Windows 7 Professional|ENBEDE-0052
Service Pack 1|3|ENBELA-00100||ENBELA-00100.eastnets.com|2013-03-29T09:25:22.000000000|2010-10-20 15:32:47|2010-03-25T10:26:24.000000000|6.1 (7601)||Windows 7 Professional|ENBELA-00100
Service Pack 2|0|ENE001T||ENE001T.eastnets.com|2012-11-22T07:46:33.000000000|0|2010-03-28T09:08:19.000000000|5.1 (2600)||Windows XP Professional|ENE001T
Service Pack 2|0|ENE002T||ENE002T.eastnets.com|2011-06-25T10:07:53.000000000|2011-05-25 07:22:31|2010-03-28T09:37:27.000000000|5.1 (2600)||Windows XP Professional|ENE002T
Service Pack 2|1|ENE003T||ENE003T.eastnets.com|2011-09-28T08:35:44.000000000|2010-11-06 10:30:26|2010-03-28T10:22:29.000000000|5.1 (2600)||Windows XP Professional|ENE003T
Service Pack 3|1|ENE004T||ENE004T.eastnets.com|2012-09-26T09:36:26.000000000|2010-12-28 18:45:48|2010-03-28T10:57:22.000000000|5.1 (2600)||Windows XP Professional|ENE004T
Service Pack 3|1|ENE006T||ENE006T.eastnets.com|2012-01-26T11:55:29.000000000|2011-01-05 06:30:02|2010-03-28T12:14:00.000000000|5.1 (2600)||Windows XP Professional|ENE006T
Service Pack 2||TESTVM||testvm.eastnets.com|2011-07-17T09:31:44.000000000||2010-03-29T14:05:00.000000000|5.1 (2600)||Windows XP Professional|TESTVM
|404|ENDXB-AGHALION||ENDXB-AGHALION.eastnets.com|2011-06-26T11:12:25.000000000|2011-06-23 13:33:03|2010-03-30T10:11:43.000000000|6.1 (7600)||Windows 7 Professional|ENDXB-AGHALION
Service Pack 1|889|ENDXB-KZAMER||ENDXB-KZAMER.eastnets.com|2012-05-02T05:18:59.000000000|2012-05-02 05:51:16|2010-03-31T06:32:10.000000000|6.1 (7601)||Windows 7 Professional|ENDXB-KZAMER
Service Pack 1|2|LCOLOMBANT-PC||lcolombant-PC.eastnets.com|2010-09-13T08:30:12.000000000|2010-05-09 06:46:43|2010-03-31T07:52:26.000000000|6.0 (6001)||Windows Vista™ Business|LCOLOMBANT-PC
Service Pack 3|77|ENDXB-STANVEER||ENDXB-STANVEER.eastnets.com|2010-07-12T12:23:49.000000000|2010-07-13 11:54:06|2010-04-01T03:57:13.000000000|5.1 (2600)||Windows XP Professional|ENDXB-STANVEER
Service Pack 1|658|ENDMHAMZA||endmhamza.eastnets.com|2011-06-19T05:05:53.000000000|2011-06-21 05:32:35|2010-04-01T05:32:04.000000000|6.1 (7601)||Windows 7 Enterprise|ENDMHAMZA
||ENBEDE-0053||ENBEDE-0053.eastnets.com|2011-09-26T11:20:43.000000000||2010-04-01T07:29:18.000000000|6.1 (7600)||Windows 7 Professional|ENBEDE-0053
Service Pack 2|3|ENG-ENAS-LAP||ENG-Enas-lap.eastnets.com|2010-12-08T07:30:18.000000000|2010-11-01 17:29:58|2010-04-01T08:45:31.000000000|5.1 (2600)||Windows XP Professional|ENG-ENAS-LAP
Service Pack 1|37|ENAMDEV055||ENAMDEV055.eastnets.com|2011-11-20T10:30:46.000000000|2011-06-22 13:04:27|2010-04-04T10:12:35.000000000|6.1 (7601)||Windows 7 Ultimate|ENAMDEV055
|840|ENDXB-RDEVILLA||ENDXB-RDEVILLA.eastnets.com|2010-12-19T05:19:11.000000000|2010-12-27 05:45:57|2010-04-08T07:42:43.000000000|6.1 (7600)||Windows 7 Professional|ENDXB-RDEVILLA
||EN_PORTALQA||EN_PORTALQA.eastnets.com|2011-05-22T09:36:23.000000000||2010-04-11T12:44:03.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|EN_PORTALQA
|521|ENDXB-SALVA||ENDXB-SALVA.eastnets.com|2011-05-29T05:26:51.000000000|2011-05-16 08:19:10|2010-04-12T09:51:01.000000000|6.1 (7600)||Windows 7 Ultimate N|ENDXB-SALVA
|0|LITEVMPUBLIC||LITEVMPUBLIC.eastnets.com|2011-04-15T04:04:11.000000000|0|2010-04-12T12:55:52.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|LITEVMPUBLIC
|520|ENDXB-LMARSHOUD||ENDXB-LMARSHOUD.eastnets.com|2011-06-29T11:36:39.000000000|2011-04-06 18:38:48|2010-04-13T11:50:30.000000000|6.1 (7600)||Windows 7 Ultimate N|ENDXB-LMARSHOUD
Service Pack 3|192|ENDXB-MLEMORINA||ENDXB-MLEMORINAS.eastnets.com|2012-07-04T11:17:47.000000000|2011-01-11 15:45:04|2010-04-13T13:07:01.000000000|5.1 (2600)||Windows XP Professional|ENDXB-MLEMORINA
Service Pack 2||TEST22||test22.eastnets.com|2010-04-20T11:39:50.000000000||2010-04-14T08:01:02.000000000|5.1 (2600)||Windows XP Professional|TEST22
Service Pack 3|0|JUMBO-2||jumbo-2.eastnets.com|2011-02-24T18:38:53.000000000|2011-01-28 13:52:56|2010-04-14T09:51:08.000000000|5.1 (2600)||Windows XP Professional|JUMBO-2
Service Pack 3|0|ENAMDEV042||ENAMDEV042.eastnets.com|2011-04-06T06:27:36.000000000|2010-12-21 12:22:23|2010-04-14T11:10:50.000000000|5.1 (2600)||Windows XP Professional|ENAMDEV042
|0|ENAMQA006||ENAMQA006.eastnets.com|2011-09-15T08:50:30.000000000|2011-03-08 11:17:02|2010-04-15T06:20:43.000000000|6.1 (7600)||Windows 7 Professional|ENAMQA006
||EN_MORENEW||EN_MORENEW.eastnets.com|2011-09-26T08:35:41.000000000||2010-04-15T06:24:04.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|EN_MORENEW
Service Pack 2||EN_PRO||EN_Pro.eastnets.com|2010-10-30T14:51:34.000000000||2010-04-15T06:38:13.000000000|5.2 (3790)||Windows Server 2003|EN_PRO
Service Pack 2|94|BTSERVER||BTSERVER.eastnets.com|2012-09-30T12:36:17.000000000|2012-10-07 08:09:38|2010-04-15T08:48:49.000000000|6.0 (6002)||Windows Server® 2008 Enterprise|BTSERVER
|15|JOE||JOE.eastnets.com|2010-04-29T13:54:48.000000000|2010-05-03 21:17:40|2010-04-19T13:36:30.000000000|6.1 (7600)||Windows 7 Professional|JOE
Service Pack 2|659|ENSERVER1||enserver1.eastnets.com|2010-05-02T12:16:17.000000000|2010-05-06 07:43:31|2010-04-20T04:08:14.000000000|5.2 (3790)||Windows Server 2003|ENSERVER1
Service Pack 2|4|WINDOWS2003TEST||Windows2003test.eastnets.com|2012-01-30T20:37:03.000000000|2010-12-29 07:22:46|2010-04-20T14:35:03.000000000|5.2 (3790)||Windows Server 2003|WINDOWS2003TEST
|2|PAYSAFE||PAYSAFE.eastnets.com|2011-11-12T14:04:51.000000000|2011-01-25 10:52:07|2010-04-22T11:50:01.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|PAYSAFE
Service Pack 3|50|ENDXB-OASSEEDEH||endxb-oasseedeh.eastnets.com|2011-05-22T07:06:38.000000000|2011-05-19 08:56:07|2010-04-25T09:44:52.000000000|5.1 (2600)||Windows XP Professional|ENDXB-OASSEEDEH
Service Pack 2||ENBELAP-0040||enbelap-0040.eastnets.com|2010-04-27T12:54:33.000000000||2010-04-27T12:52:53.000000000|5.1 (2600)||Windows XP Professional|ENBELAP-0040
Service Pack 1|0|ENBELAP-0051||ENBELAP-0051.eastnets.com|2011-10-17T12:34:17.000000000|2011-08-25 08:24:13|2010-04-28T14:36:22.000000000|6.1 (7601)||Windows 7 Professional|ENBELAP-0051
Service Pack 3||SWIFTVM01||swiftvm01.eastnets.com|2010-08-17T07:59:00.000000000||2010-04-29T06:52:12.000000000|5.1 (2600)||Windows XP Professional|SWIFTVM01
Service Pack 2|0|ENEDEV006||ENEDEV006.eastnets.com|2013-07-09T05:34:48.000000000|2011-06-27 06:00:17|2010-05-02T07:56:56.000000000|5.1 (2600)||Windows XP Professional|ENEDEV006
Service Pack 1|1402|ENDXB-KBALUYOT||ENDXB-KBALUYOT.eastnets.com|2013-08-19T14:24:38.000000000|2013-08-04 05:41:43|2010-05-02T11:36:20.000000000|6.1 (7601)||Windows 7 Ultimate|ENDXB-KBALUYOT
Service Pack 3||EASTNETS-5C9349||eastnets-5c9349.eastnets.com|2011-09-01T09:36:00.000000000||2010-05-04T07:14:23.000000000|5.1 (2600)||Windows XP Professional|EASTNETS-5C9349
Service Pack 1|115|THINKPAD||Thinkpad.eastnets.com|2013-07-01T14:34:55.000000000|2011-10-25 19:34:14|2010-05-04T15:06:37.000000000|6.1 (7601)||Windows 7 Ultimate N|THINKPAD
Service Pack 3|20|EASTNETS-AE3F26||eastnets-ae3f26.eastnets.com|2011-11-23T18:31:39.000000000|2010-08-15 07:38:24|2010-05-04T19:53:47.000000000|5.1 (2600)||Windows XP Professional|EASTNETS-AE3F26
Service Pack 2|0|CABPORTAL||cabportal.eastnets.com|2010-08-22T09:28:43.000000000|0|2010-05-05T07:45:55.000000000|5.2 (3790)||Windows Server 2003|CABPORTAL
||QUENTIN-ENLA||QUENTIN-ENLA.eastnets.com|2010-09-03T06:45:01.000000000||2010-05-05T13:47:02.000000000|6.1 (7600)||Windows 7 Enterprise|QUENTIN-ENLA
Service Pack 1|253|DAWN-PC||Dawn-PC.eastnets.com|2013-03-15T16:48:56.000000000|2010-10-15 21:47:39|2010-05-05T14:45:17.000000000|6.1 (7601)||Windows 7 Professional|DAWN-PC
Service Pack 2|5869|ENDXBGP||ENDXBGP.eastnets.com|2013-08-17T23:04:19.000000000|2013-03-30 16:15:10|2010-05-06T05:16:16.000000000|5.2 (3790)||Windows Server 2003|ENDXBGP
Service Pack 3|0|ENAMDEV016||enamdev016.eastnets.com|2010-10-24T07:54:30.000000000|0|2010-05-06T07:10:55.000000000|5.1 (2600)||Windows XP Professional|ENAMDEV016
Service Pack 2|194|ENHQ-BLACKBERRY||ENHQ-BLACKBERRY.eastnets.com|2011-05-03T16:44:16.000000000|2011-05-07 20:51:46|2010-05-06T12:18:03.000000000|5.2 (3790)||Windows Server 2003|ENHQ-BLACKBERRY
||ENBELA-0041||enbela-0041.eastnets.com|2010-05-06T14:54:43.000000000||2010-05-06T14:48:21.000000000|6.0 (6000)||Windows Vista™ Business|ENBELA-0041
Service Pack 3|1|EASTNETS-BADE3B||eastnets-bade3b.eastnets.com|2013-08-16T06:54:38.000000000|2011-06-29 06:09:50|2010-05-07T13:51:06.000000000|5.1 (2600)||Windows XP Professional|EASTNETS-BADE3B
Service Pack 2|717|ENHQ-SCOM||ENHQ-SCOM.eastnets.com|2010-12-20T03:40:29.000000000|2010-12-30 06:42:27|2010-05-09T11:23:24.000000000|6.0 (6002)||Windows Server® 2008 Enterprise|ENHQ-SCOM
|520|ENDXB-JANTES||ENDXB-JANTES.eastnets.com|2010-12-15T05:58:34.000000000|2010-12-15 05:58:48|2010-05-10T05:23:08.000000000|6.1 (7600)||Windows 7 Ultimate N|ENDXB-JANTES
Service Pack 2||PSQLVM||PSQLVM.eastnets.com|2010-08-01T06:56:30.000000000||2010-05-10T08:07:04.000000000|5.2 (3790)||Windows Server 2003|PSQLVM
Service Pack 1|0|E-LEARNING||e-learning.eastnets.com|2010-12-06T15:13:35.000000000|0|2010-05-10T08:23:21.000000000|5.2 (3790)||Windows Server 2003|E-LEARNING
Service Pack 3|450|ENDXBJMAGCULANG||ENDXBJMAGCULANG.eastnets.com|2012-07-29T04:46:32.000000000|2012-08-07 05:05:55|2010-05-12T07:54:10.000000000|5.1 (2600)||Windows XP Professional|ENDXBJMAGCULANG
|307|ENAMSW009||enamsw009.eastnets.com|2011-04-24T05:13:52.000000000|2011-05-02 14:34:15|2010-05-12T08:47:01.000000000|6.1 (7600)||Windows 7 Professional|ENAMSW009
|0|ENAMQA003||enamqa003.eastnets.com|2011-11-17T14:15:52.000000000|2011-09-13 15:08:09|2010-05-13T09:07:12.000000000|6.1 (7600)||Windows 7 Professional|ENAMQA003
Service Pack 1|917|ENDXBMLEMORINAS||ENDXBMLEMORINAS.eastnets.com|2011-10-30T12:54:42.000000000|2011-11-08 18:01:47|2010-05-13T12:57:51.000000000|6.1 (7601)||Windows 7 Enterprise|ENDXBMLEMORINAS
|1058|ENDXB-VANTONIO||ENDXB-VANTONIO.eastnets.com|2013-01-20T13:57:12.000000000|2013-01-20 14:01:27|2010-05-16T05:56:52.000000000|6.1 (7600)||Windows 7 Ultimate N|ENDXB-VANTONIO
Service Pack 4||ENCTEST||ENCTEST.eastnets.com|2010-07-08T23:37:24.000000000||2010-05-17T13:55:28.000000000|5.0 (2195)||Windows 2000 Server|ENCTEST
Service Pack 2|0|ENE05J||ENE05J.eastnets.com|2011-05-02T12:09:01.000000000|0|2010-05-18T07:17:34.000000000|5.1 (2600)||Windows XP Professional|ENE05J
Service Pack 2|0|ENAMHR01||ENAMHR01.eastnets.com|2013-08-09T04:34:24.000000000|2010-09-13 11:39:38|2010-05-18T12:12:32.000000000|5.2 (3790)||Windows Server 2003|ENAMHR01
|0|ENAMITGM||ENAMITGM.eastnets.com|2010-07-13T08:57:12.000000000|2010-07-14 22:24:52|2010-05-23T08:07:29.000000000|6.1 (7600)||Windows 7 Professional|ENAMITGM
Service Pack 2|0|ADJD||ADJD.eastnets.com|2012-07-25T08:16:20.000000000|0|2010-05-24T09:50:55.000000000|5.2 (3790)||Windows Server 2003|ADJD
|123|ENAMHR004||enamhr004.eastnets.com|2011-05-18T08:06:11.000000000|2011-05-17 16:09:21|2010-05-26T08:05:21.000000000|6.1 (7600)||Windows 7 Professional|ENAMHR004
|7|GILLOPEZ-PC||GILLOPEZ-PC.eastnets.com|2010-05-27T06:03:20.000000000|2010-05-27 06:03:11|2010-05-27T05:37:29.000000000|6.1 (7600)||Windows 7 Professional|GILLOPEZ-PC
Service Pack 1|285|ENDAROUSAN||endarousan.eastnets.com|2011-08-01T06:50:22.000000000|2011-07-05 10:39:21|2010-06-02T06:49:45.000000000|6.1 (7601)||Windows 7 Ultimate N|ENDAROUSAN
Service Pack 2|1|ENE-CPL024||ENE-CPL024.eastnets.com|2012-11-20T11:38:50.000000000|2010-12-22 07:00:22|2010-06-02T10:27:20.000000000|5.1 (2600)||Windows XP Professional|ENE-CPL024
Service Pack 2|0|SAI||SAI.eastnets.com|2010-12-08T12:15:24.000000000|0|2010-06-02T14:47:18.000000000|5.2 (3790)||Windows Server 2003|SAI
|1|ENBEDE-PQLE||ENBEDE-PQLE.eastnets.com|2011-06-21T03:47:25.000000000|2011-06-16 12:58:22|2010-06-03T13:19:53.000000000|6.1 (7600)||Windows 7 Professional|ENBEDE-PQLE
Service Pack 1||TFS-JORDAN||TFS-Jordan.eastnets.com|2010-06-07T10:23:00.000000000||2010-06-06T12:21:23.000000000|6.0 (6001)||Windows Server® 2008 Enterprise|TFS-JORDAN
Service Pack 3|170|ENDXB-MTIERRO||ENDXB-MTIERRO.eastnets.com|2011-03-21T05:14:36.000000000|2011-03-21 15:04:59|2010-06-07T06:33:05.000000000|5.1 (2600)||Windows XP Professional|ENDXB-MTIERRO
Service Pack 1||JORDAN-TFS||Jordan-TFS.eastnets.com|2010-06-07T11:23:04.000000000||2010-06-07T11:13:06.000000000|6.0 (6001)||Windows Server® 2008 Enterprise|JORDAN-TFS
|25|ENDXB-SWEETHA||ENDXB-SWEETHA.eastnets.com|2010-06-14T07:01:22.000000000|2010-06-14 07:01:16|2010-06-08T08:08:11.000000000|6.1 (7600)||Windows 7 Professional|ENDXB-SWEETHA
Service Pack 1|959|ENDXBSTANVEER||ENDXBSTANVEER.eastnets.com|2012-10-09T07:20:23.000000000|2012-10-09 07:15:37|2010-06-08T08:55:32.000000000|6.1 (7601)||Windows 7 Professional|ENDXBSTANVEER
Service Pack 1|844|ENDXB-DMASAD||ENDXB-DMASAD.eastnets.com|2013-08-18T04:49:16.000000000|2013-06-26 13:49:04|2010-06-08T11:19:41.000000000|6.1 (7601)||Windows 7 Ultimate|ENDXB-DMASAD
|188|ENDXBJALALUDEEN||ENDXBJALALUDEEN.eastnets.com|2010-09-19T05:40:29.000000000|2010-09-02 09:54:22|2010-06-13T05:19:00.000000000|6.1 (7600)||Windows 7 Ultimate N|ENDXBJALALUDEEN
Service Pack 2|185|ENDXBMRABAINO||ENDXBMRABAINO.eastnets.com|2011-05-29T05:35:01.000000000|2011-04-19 05:16:11|2010-06-14T06:58:45.000000000|5.1 (2600)||Windows XP Professional|ENDXBMRABAINO
|528|ENDXB-SWETHA||ENDXB-SWETHA.eastnets.com|2011-09-21T08:31:53.000000000|2011-09-21 08:48:46|2010-06-14T07:04:30.000000000|6.1 (7600)||Windows 7 Professional|ENDXB-SWETHA
Service Pack 1|1|ENAMSW019||ENAMSW019.eastnets.com|2011-12-22T09:19:59.000000000|2011-02-07 10:46:29|2010-06-15T07:04:45.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW019
Service Pack 3|1|ENAMSW022||enamsw022.eastnets.com|2011-11-28T12:46:35.000000000|2011-10-31 10:27:23|2010-06-15T09:07:40.000000000|5.1 (2600)||Windows XP Professional|ENAMSW022
Service Pack 2||ENBELAP-ARASKIN||ENBELAP-araskin.eastnets.com|2010-08-05T12:56:54.000000000||2010-06-15T09:20:02.000000000|5.1 (2600)||Windows XP Professional|ENBELAP-ARASKIN
Service Pack 3|0|ENAMSW021||enamsw021.eastnets.com|2011-05-17T06:50:57.000000000|2010-09-20 06:22:02|2010-06-15T09:18:17.000000000|5.1 (2600)||Windows XP Professional|ENAMSW021
|3|ENAMDEV018|Farah Batarneh|ENAMDEV018.eastnets.com|2013-05-22T07:29:26.000000000|2011-09-20 11:35:53|2010-06-15T14:13:23.000000000|6.1 (7600)||Windows 7 Professional|ENAMDEV018
|48|ENAMPDM006||enampdm006.eastnets.com|2012-04-14T13:22:45.000000000|2012-02-13 09:56:39|2010-06-16T09:10:19.000000000|6.1 (7600)||Windows 7 Professional|ENAMPDM006
Service Pack 3|0|ENAMSALE003||enamsale003.eastnets.com|2010-10-14T07:33:33.000000000|2010-07-12 13:08:47|2010-06-22T08:43:54.000000000|5.1 (2600)||Windows XP Professional|ENAMSALE003
Service Pack 1|39|ENAMSW017||ENAMSW017.eastnets.com|2011-09-11T05:51:13.000000000|2011-04-11 12:09:46|2010-06-22T13:21:10.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW017
Service Pack 3|1|ENAMDEV015||enamdev015.eastnets.com|2011-02-13T06:57:27.000000000|2010-12-21 10:30:25|2010-06-23T08:22:47.000000000|5.1 (2600)||Windows XP Professional|ENAMDEV015
Service Pack 3|0|EASTNETS-A78DB5||enamsw018.eastnets.com|2011-01-27T09:26:53.000000000|2011-01-20 15:10:20|2010-06-27T07:40:34.000000000|5.1 (2600)||Windows XP Professional|EASTNETS-A78DB5
Service Pack 3||ENAMSW018||enamsw018.eastnets.com|2010-06-27T08:27:53.000000000||2010-06-27T08:12:18.000000000|5.1 (2600)||Windows XP Professional|ENAMSW018
Service Pack 1|8|WINEAST-02F9XCJ||WINEAST-02F9XCJ.eastnets.com|2010-06-28T00:15:57.000000000|2010-06-28 00:10:54|2010-06-27T08:25:16.000000000|6.0 (6001)||Windows Server® 2008 Enterprise|WINEAST-02F9XCJ
|0|IBMMQSERVER||IBMMQSERVER.eastnets.com|2011-04-12T13:23:42.000000000|2011-03-29 23:00:15|2010-06-27T12:02:25.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|IBMMQSERVER
Service Pack 2||EASTNETS-VMTEST||eastnets-vmtest.eastnets.com|2010-06-29T13:12:26.000000000||2010-06-29T13:02:54.000000000|5.1 (2600)||Windows XP Professional|EASTNETS-VMTEST
Service Pack 3|0|ENAMDEV019||enamdev019.eastnets.com|2011-08-22T08:05:56.000000000|2011-06-02 06:53:42|2010-06-30T08:05:47.000000000|5.1 (2600)||Windows XP Professional|ENAMDEV019
Service Pack 1|7|WINEAST-CLPHLZF||WINEAST-CLPHLZF.eastnets.com|2010-06-30T09:27:02.000000000|2010-06-30 11:50:20|2010-06-30T09:16:20.000000000|6.0 (6001)||Windows Server® 2008 Enterprise|WINEAST-CLPHLZF
Service Pack 2|0|MOODLE||Moodle.eastnets.com|2010-12-30T13:44:51.000000000|0|2010-06-30T13:11:34.000000000|5.2 (3790)||Windows Server 2003|MOODLE
Service Pack 3||EN-TESTLAPVP1||en-testlapvp1.eastnets.com|2011-02-03T07:42:19.000000000||2010-07-05T10:52:25.000000000|5.1 (2600)||Windows XP Professional|EN-TESTLAPVP1
Service Pack 2|8|TEST001||test001.eastnets.com|2010-10-07T06:39:15.000000000|2010-10-07 07:01:36|2010-07-06T08:10:12.000000000|5.2 (3790)||Windows Server 2003|TEST001
Service Pack 1|3|ENEU-NNASSR||ENEU-NNASSR.eastnets.com|2013-08-06T08:06:24.000000000|2012-10-17 11:19:46|2010-07-06T09:40:34.000000000|6.1 (7601)||Windows 7 Professional|ENEU-NNASSR
|100|ENDOT||ENDOT.eastnets.com|2012-08-24T17:14:44.000000000|2012-08-26 04:11:11|2010-07-11T13:07:26.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENDOT
Service Pack 2||JORISVANNED6AE8||jorisvanned6ae8.eastnets.com|2010-09-21T23:17:05.000000000||2010-07-13T09:11:05.000000000|5.1 (2600)||Windows XP Professional|JORISVANNED6AE8
|491|ENDXB-MNAYFEH||ENDXB-MNAYFEH.eastnets.com|2013-08-12T05:24:38.000000000|2013-07-28 06:30:42|2010-07-14T09:56:53.000000000|6.1 (7600)||Windows 7 Professional|ENDXB-MNAYFEH
Service Pack 2|36|WIN2003VMTEST4||win2003vmtest4.eastnets.com|2011-06-26T09:20:36.000000000|2010-09-10 16:02:00|2010-07-14T11:48:20.000000000|5.2 (3790)||Windows Server 2003|WIN2003VMTEST4
Service Pack 3|0|ENAMDEV005||enamdev005.eastnets.com|2011-03-30T08:53:20.000000000|2011-03-23 12:32:25|2010-07-18T12:02:49.000000000|5.1 (2600)||Windows XP Professional|ENAMDEV005
Service Pack 1|55|ENAMENG004|Rasha Saeed|enameng004.eastnets.com|2013-08-14T06:36:15.000000000|2013-03-28 05:56:40|2010-07-18T14:09:46.000000000|6.1 (7601)||Windows 7 Professional|ENAMENG004
Service Pack 1|0|ENEDEV004||ENEDev004.eastnets.com|2013-03-14T22:49:16.000000000|2011-01-03 04:32:27|2010-07-21T07:54:08.000000000|6.1 (7601)||Windows 7 Enterprise|ENEDEV004
Service Pack 2|0|PSQLVM2005||PSQLVM2005.eastnets.com|2011-10-01T01:01:56.000000000|0|2010-07-25T08:24:43.000000000|5.2 (3790)||Windows Server 2003|PSQLVM2005
Service Pack 2|4|ENAMVM009||ENAMVM009.eastnets.com|2013-08-15T14:39:28.000000000|2013-08-19 18:47:33|2010-07-25T08:31:28.000000000|5.2 (3790)||Windows Server 2003|ENAMVM009
Service Pack 2||TBTS||TBTS.eastnets.com|2010-08-08T14:56:58.000000000||2010-07-29T11:28:34.000000000|5.2 (3790)||Windows Server 2003|TBTS
|374|ENDXB-MKHAYYAM||ENDXB-MKHAYYAM.eastnets.com|2011-04-01T16:25:23.000000000|2011-04-08 11:47:41|2010-08-01T05:37:11.000000000|6.1 (7600)||Windows 7 Ultimate N|ENDXB-MKHAYYAM
Service Pack 1|16|ENAMDEV044|Mohammad Qasim|enamdev044.eastnets.com|2013-01-08T08:30:51.000000000|2011-10-16 14:46:52|2010-08-01T08:32:26.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV044
|0|ENAMSW006||ENAMSW006.eastnets.com|2011-03-04T12:36:02.000000000|0|2010-08-02T11:30:53.000000000|6.1 (7600)||Windows 7 Professional|ENAMSW006
Service Pack 2|0|BUMNEW||BUMNew.eastnets.com|2011-02-23T09:48:38.000000000|0|2010-08-02T11:51:59.000000000|5.2 (3790)||Windows Server 2003|BUMNEW
Service Pack 1||VCENTER||Vcenter.eastnets.com|2010-08-03T12:56:35.000000000||2010-08-03T12:42:04.000000000|6.0 (6001)||Windows Server® 2008 Standard|VCENTER
Service Pack 2|149|EN-MS||en-ms.eastnets.com|2011-09-14T10:25:06.000000000|2011-09-21 14:12:17|2010-08-05T11:04:53.000000000|5.1 (2600)||Windows XP Professional|EN-MS
Service Pack 3|0|ENBELA-ALEX||enbela-alex.eastnets.com|2011-04-01T08:16:29.000000000|2011-02-22 13:03:10|2010-08-06T12:56:45.000000000|5.1 (2600)||Windows XP Professional|ENBELA-ALEX
